y,x0,x1,x2,x3,x4
1.7,A1,A1,140,10,A1
2.2,A1,A1,75,3,A0
0.0,A2,A1,0,0,A1
6.099,A1,A1,86,7,A0
4.799,A6,A1,150,9,A0
7.499,A4,A1,147,2,A0
3.5,A1,A1,125,6,A0
3.5,A4,A1,140,4,A1
2.6,A0,A1,68,7,A2
2.999,A2,A1,110,11,A0
12.9,A7,A1,105,5,A0
1.8,A4,A1,125,4,A0
3.5,A1,A1,110,11,A0
10.59,A0,A1,105,6,A0
13.8,A1,A0,140,2,A0
0.999,A0,A1,109,6,
10.5,A1,A1,160,7,A0
3.75,A1,A1,102,10,A0
1.499,A0,A1,58,3,A0
5.0,A3,A1,131,0,A1
13.99,A1,A1,179,2,A0
0.99,A0,A1,45,6,A0
0.001,A0,A0,5,0,A1
2.2,A4,A0,239,8,
3.5,A1,A0,147,4,A0
5.3,A3,A1,116,0,A0
8.95,A0,A1,109,1,A0
12.999,A7,A1,98,8,A0
0.795,A2,A1,0,3,A0
6.7,A1,A1,90,9,A0
1.55,A4,A1,125,5,A0
3.0,A0,A1,131,0,A2
5.9,A4,A1,131,1,A0
4.6,A4,A1,111,10,A0
1.499,A4,A1,73,1,A0
0.299,A1,A0,101,5,A0
4.4,A2,A1,101,12,
11.3,A1,A1,90,8,A0
2.2,A4,A1,101,5,A0
5.9,A3,A1,114,9,A0
0.4,A0,A1,0,1,A0
24.9,A7,A1,185,9,A0
16.97,A1,A0,190,3,A0
2.15,A0,A1,65,4,A0
2.9,A4,A1,0,2,A0
0.55,A3,A1,101,10,
0.9,A1,A1,88,2,A0
,A1,A1,150,9,A0
2.9,A5,A1,150,12,A0
26.0,A6,A1,170,7,A0
4.8,A4,A1,110,3,A0
1.499,A3,A2,65,4,A1
2.4,A1,A1,116,3,A0
2.2,A1,A0,238,9,A0
8.699,A2,A0,0,0,A0
10.0,A4,A0,232,1,A0
3.98,A4,A1,0,2,A0
0.25,A0,A1,75,0,A2
,A4,A1,150,5,A0
0.899,A0,A1,60,1,
1.0,A2,A1,115,7,A1
6.5,A0,A1,87,6,A0
8.2,A7,A1,170,6,A0
16.5,A0,A1,211,7,A0
9.7,A1,A1,156,9,A0
1.25,A4,A1,190,5,A1
1.7,A0,A1,54,5,A0
7.79,A4,A1,177,10,A0
0.25,A0,A1,53,12,A0
17.5,A6,A0,140,3,A0
0.001,A2,A1,45,0,A1
0.4,A2,A2,0,0,A1
14.75,A3,A1,105,4,A0
0.0,A1,A1,105,11,A0
8.7,A0,A1,90,10,A0
16.9,A1,A0,150,6,A0
9.0,A3,A1,140,0,A0
3.3,A1,A1,170,0,A1
1.0,A2,A2,0,0,A1
1.499,A1,A2,0,12,A1
1.0,A0,A0,90,3,A0
5.9,A7,A1,174,7,A1
0.35,A1,A1,88,3,A0
9.79,A3,A1,90,8,A2
9.3,A1,A1,163,2,A0
0.001,A2,A1,102,7,A1
4.2,A4,A1,150,7,A0
1.6,A4,A1,101,6,A0
0.9,A2,A1,50,6,A1
1.3,A7,A1,75,7,A0
19.8,A7,A1,140,6,A0
0.85,A1,A1,125,6,A1
1.05,A1,A1,130,3,A0
,A4,A0,163,2,A0
1.6,A5,A1,139,6,A0
1.199,A1,A1,155,5,A1
0.001,A1,A1,130,3,A1
3.0,A1,A1,105,8,A0
3.9,A4,A0,163,12,A1
2.8,A4,A0,204,10,A2
3.2,A4,A1,101,10,A0
2.65,A7,A0,0,7,A0
19.9,A4,A0,190,2,A0
15.2,A5,A1,204,5,A0
6.3,A3,A0,120,6,A0
0.999,A1,A1,116,8,A0
2.333,A4,A1,90,9,A0
4.555,A1,A0,193,5,A0
1.75,A1,A1,101,10,A0
5.2,A2,A1,9,0,A1
7.2,A0,A0,90,12,A0
3.89,A1,A1,170,1,A0
7.9,A2,A2,140,0,A1
0.8,A0,A1,60,7,A2
1.45,A0,A2,43,12,A0
2.2,A0,A1,60,8,A0
0.7,A0,A1,55,7,A1
0.6,A0,A1,60,1,A1
2.38,A1,A0,140,1,A0
22.49,A5,A1,179,6,A2
3.8,A1,A0,0,8,A0
2.999,A2,A1,125,11,A0
1.0,A4,A1,125,8,A0
0.999,A0,A1,75,3,A0
0.25,A1,A1,90,12,A0
8.3,A3,A1,0,3,A0
2.499,A2,A2,116,8,A0
4.25,A7,A1,115,1,A0
0.7,A0,A1,60,1,A0
,A4,A1,140,7,A0
3.4,A2,A2,0,0,A1
1.45,A1,A1,116,7,
1.499,A1,A1,75,2,A0
1.85,A0,A1,65,7,A0
44.75,A1,A0,525,7,A0
0.899,A2,A1,122,7,A1
1.2,A0,A2,50,1,A0
12.0,A0,A1,105,12,A1
12.7,A4,A1,156,9,
1.15,A1,A0,135,4,A1
,A1,A1,88,3,A0
5.0,A1,A0,310,9,A1
1.299,A1,A1,75,9,A0
,A3,A1,109,10,A0
4.2,A0,A1,82,6,A0
0.399,A0,A1,75,12,A2
0.5,A3,A1,114,4,A0
1.2,A4,A2,0,4,A0
0.0,A0,A1,116,12,A1
0.75,A4,A1,150,12,A2
0.7,A4,A1,125,0,A0
1.15,A0,A0,54,7,A0
11.8,A4,A1,177,12,A0
2.999,A4,A1,163,11,A0
8.499,A4,A1,170,4,A0
7.3,A0,A1,69,7,A0
3.9,A2,A1,108,1,A0
0.68,A1,A1,90,5,
4.99,A1,A1,116,5,A0
6.3,A7,A1,90,0,A0
0.35,A1,A1,101,4,A2
1.2,A0,A1,54,8,A0
0.999,A4,A1,147,6,A0
13.48,A4,A1,143,9,A0
0.299,A0,A1,0,1,A1
4.25,A4,A0,143,2,A0
5.0,A2,A1,140,10,A1
6.3,A4,A0,184,1,A2
3.998,A0,A1,82,10,A0
,A0,A1,74,7,A0
0.8,A1,A1,170,12,A2
0.599,A4,A1,109,6,A0
,A1,A1,116,8,A0
0.98,A4,A1,129,1,A2
6.5,A0,A0,150,2,A0
2.0,A1,A1,116,11,A0
0.7,A8,A1,58,1,A2
0.7,A0,A1,80,7,A2
24.499,A1,A1,150,1,A0
1.35,A0,A1,90,9,
1.8,A0,A1,65,5,A0
0.0,A3,A1,60,3,A1
9.99,A3,A1,90,6,A0
8.9,A5,A1,163,4,A0
16.5,A1,A0,170,12,A1
0.399,A1,A1,101,12,A0
4.9,A7,A1,75,4,A0
0.55,A0,A1,60,12,A0
6.29,A1,A0,150,7,A0
4.199,A0,A1,75,6,A0
3.9,A0,A1,68,11,A0
1.05,A8,A1,60,8,A0
17.5,A1,A2,204,5,A0
0.001,A4,A0,131,6,A2
0.75,A0,A1,0,12,A0
6.2,A1,A0,163,10,A0
37.7,A1,A0,211,10,A0
,A1,A2,0,9,A1
6.45,A7,A1,109,10,A0
24.9,A1,A0,271,9,A0
14.99,A3,A1,105,5,A0
4.95,A1,A1,140,5,A0
6.9,A1,A1,150,5,A2
2.999,A3,A1,116,10,A0
25.9,A7,A0,258,6,A0
0.2,A0,A1,102,3,A0
2.0,A4,A0,155,6,A0
18.5,A7,A0,306,9,A0
21.9,A5,A0,258,3,A0
1.45,A0,A1,64,12,A0
0.95,A1,A1,105,2,A1
27.5,A8,A2,0,7,A1
1.3,A1,A1,0,0,A0
1.7,A1,A0,170,9,A2
6.999,A1,A1,105,4,A0
,A0,A0,80,1,A0
0.4,A1,A1,136,11,A1
2.45,A1,A1,116,5,A1
2.4,A7,A1,125,7,A0
4.65,A0,A0,6,1,A0
1.4,A4,A2,0,4,A1
0.6,A0,A1,58,5,A2
4.2,A1,A0,313,3,A0
2.8,A4,A1,150,6,A0
7.999,A3,A1,110,4,A2
1.599,A0,A1,69,11,A0
8.45,A4,A1,140,3,A1
2.0,A2,A1,0,4,A1
1.2,A4,A1,90,6,
16.2,A1,A0,190,3,A0
5.95,A7,A1,131,4,A0
6.49,A0,A0,120,2,
3.6,A2,A1,101,5,A0
0.36,A1,A1,72,3,A0
14.999,A1,A0,231,10,A0
7.5,A1,A1,116,1,A0
,A0,A1,73,10,A2
4.6,A4,A1,132,7,A0
4.8,A6,A1,163,2,A1
35.99,A4,A1,170,9,A0
5.5,A4,A1,163,3,A0
1.2,A0,A1,50,2,A0
3.95,A5,A1,162,5,A1
0.899,A0,A1,60,6,A0
4.0,A6,A0,292,4,A2
5.0,A1,A2,75,3,A0
2.99,A1,A1,101,6,A1
2.95,A1,A1,163,0,A0
19.75,A4,A0,140,4,A0
1.15,A0,A1,75,11,A0
0.85,A4,A1,90,5,A0
2.2,A7,A1,133,4,A0
11.999,A4,A0,156,4,A0
2.1,A5,A1,177,10,A1
13.9,A1,A0,231,8,A0
15.7,A4,A1,160,11,A0
0.7,A1,A1,140,6,A0
2.79,A4,A1,131,9,A0
20.9,A6,A1,140,10,A0
1.3,A1,A1,101,4,A0
2.999,A1,A0,101,2,A1
12.8,A1,A1,122,3,A0
,A0,A2,50,5,A1
0.0,A5,A1,150,7,A1
0.6,A1,A1,115,0,A1
1.7,A3,A0,0,6,A0
15.3,A4,A1,105,10,A0
2.9,A1,A1,101,12,A0
3.8,A2,A1,0,9,A0
7.25,A1,A1,95,3,A0
6.8,A1,A1,102,8,A1
16.95,A1,A0,140,1,A1
8.3,A6,A0,140,5,A0
12.999,A1,A0,177,9,A0
1.2,A0,A1,50,10,A2
0.95,A4,A1,100,1,A0
8.5,A0,A1,95,10,A0
7.6,A5,A0,218,10,A1
1.95,A1,A1,136,10,A2
7.85,A6,A1,75,1,A0
1.5,A1,A1,102,9,A0
5.95,A1,A1,80,11,A0
0.399,A0,A1,58,8,A1
3.7,A2,A1,105,2,A1
1.75,A2,A1,0,1,A1
0.95,A4,A1,131,9,A0
3.8,A7,A1,60,0,A1
0.15,A3,A1,0,1,A2
18.25,A7,A1,122,5,A0
1.89,A4,A0,0,8,A1
5.5,A0,A1,83,6,A0
0.15,A1,A0,160,10,
4.0,A2,A1,0,2,A0
1.95,A4,A1,90,10,A0
21.85,A6,A0,313,8,A0
,A0,A1,50,6,A0
5.299,A0,A1,60,12,A0
0.75,A3,A0,0,12,A0
0.75,A4,A1,150,3,
8.999,A6,A1,152,6,A0
1.15,A0,A1,54,11,A0
12.5,A1,A1,333,12,A0
3.3,A1,A1,105,11,A0
5.2,A4,A1,95,10,A0
6.9,A7,A1,150,5,A0
4.0,A3,A1,131,10,A0
0.8,A0,A1,0,3,A0
1.4,A2,A1,101,2,A1
1.15,A0,A2,0,6,A0
15.0,A7,A1,90,6,A0
3.7,A4,A2,140,12,A0
5.9,A0,A1,102,8,A0
4.5,A3,A1,109,3,A0
,A2,A2,0,0,A1
0.18,A2,A1,60,11,A1
,A1,A1,90,6,
24.0,A4,A1,150,1,A0
8.9,A1,A1,179,7,
1.29,A4,A1,186,4,A2
14.999,A3,A1,140,6,A0
6.89,A5,A1,120,8,A1
8.9,A6,A1,107,3,A0
20.499,A3,A0,170,5,A0
10.89,A4,A0,272,7,A1
5.6,A0,A1,116,4,A0
1.499,A1,A1,68,2,A0
,A1,A1,116,8,A0
0.5,A5,A1,54,0,A0
6.2,A0,A1,97,4,A0
0.899,A3,A1,113,10,A1
30.9,A5,A0,400,3,A0
0.199,A1,A1,0,10,A1
18.5,A1,A0,140,5,A0
2.199,A1,A1,150,4,A0
1.299,A4,A1,125,10,A0
5.0,A7,A1,120,7,A0
3.4,A1,A1,105,3,A0
8.0,A1,A1,0,5,A0
0.4,A2,A2,0,0,A1
1.0,A2,A1,75,8,A0
7.5,A5,A1,116,3,A0
2.55,A1,A1,101,7,A0
1.1,A0,A1,55,12,A0
2.0,A1,A2,0,12,
13.5,A6,A0,156,1,A0
1.75,A0,A1,0,3,A0
1.89,A1,A1,75,10,A0
39.9,A1,A1,220,7,A0
2.9,A5,A0,163,4,A2
0.5,A4,A0,122,10,A2
10.2,A3,A1,150,12,A0
7.59,A3,A1,105,8,A0
12.5,A5,A0,150,3,A0
15.299,A1,A1,116,9,
10.45,A0,A1,90,2,A0
2.9,A4,A1,121,9,A0
8.29,A6,A1,105,7,A0
,A4,A1,0,6,A2
5.0,A0,A0,71,3,A0
,A4,A1,149,9,A0
26.75,A6,A0,140,9,A0
4.5,A4,A2,220,0,A1
13.9,A3,A1,131,9,A0
1.75,A4,A1,136,9,A0
2.0,A3,A2,90,7,A2
6.8,A4,A1,170,3,A0
1.65,A1,A1,122,5,A0
8.5,A1,A0,231,11,A0
7.7,A4,A1,177,5,A0
4.99,A7,A1,69,12,A2
20.95,A6,A1,140,10,A0
0.45,A4,A1,0,6,A2
4.9,A3,A1,105,10,A0
0.699,A0,A1,75,9,
2.5,A3,A1,0,0,A1
4.2,A0,A1,75,7,A2
8.5,A1,A1,170,7,A0
1.2,A0,A1,60,3,A0
5.99,A0,A1,69,6,
0.1,A0,A1,52,6,A2
0.37,A4,A1,75,12,A0
8.5,A4,A1,136,1,A0
12.0,A3,A1,151,2,A0
0.5,A7,A0,120,4,A2
2.0,A2,A0,150,5,A0
10.599,A4,A1,105,11,A0
8.8,A3,A0,101,1,A0
23.5,A1,A1,235,9,A0
0.0,A1,A1,133,6,A0
7.85,A4,A1,163,8,A0
3.65,A2,A1,150,11,A1
2.0,A2,A2,60,2,A1
1.7,A7,A0,40,9,A1
12.95,A4,A1,163,5,A0
5.9,A1,A0,140,6,A0
,A5,A0,185,3,A0
0.06,A0,A1,75,12,A1
46.2,A6,A0,204,4,A0
6.25,A1,A2,0,10,A0
26.6,A7,A1,272,6,A0
8.85,A7,A1,90,3,A0
2.65,A3,A1,177,11,
2.195,A1,A1,101,6,A0
23.0,A3,A0,204,9,A0
0.55,A4,A1,102,7,A1
0.99,A0,A1,50,8,A0
12.999,A0,A0,122,11,A0
1.199,A4,A1,0,2,A0
6.499,A7,A1,170,5,A0
,A4,A0,0,10,A2
2.49,A3,A1,102,6,A0
1.3,A1,A1,125,2,A1
2.6,A8,A0,170,0,A1
1.3,A4,A1,101,12,A1
3.5,A4,A2,0,9,A0
18.8,A4,A1,160,4,A1
0.0,A6,A1,163,3,A0
0.82,A0,A1,75,7,A0
2.5,A1,A1,60,6,A0
4.5,A2,A1,98,0,A1
1.4,A0,A1,0,7,A1
2.75,A7,A0,136,8,A0
15.8,A6,A0,340,9,A0
4.3,A3,A1,109,3,A0
7.95,A4,A1,105,8,A0
8.75,A4,A2,116,6,A0
2.2,A7,A1,90,4,A0
1.05,A2,A2,0,0,A1
0.35,A4,A0,136,11,A2
,A4,A1,101,11,A0
2.95,A0,A0,83,9,A0
0.0,A2,A1,75,0,A0
3.45,A1,A1,0,5,
0.35,A1,A1,60,12,A1
5.5,A0,A1,86,1,A0
1.19,A4,A1,116,11,A0
8.199,A4,A0,218,6,A0
0.95,A5,A1,101,1,A0
9.5,A4,A1,131,7,A0
2.8,A4,A0,143,5,A0
1.29,A1,A1,150,7,A0
8.4,A4,A0,204,3,A0
23.45,A4,A1,170,4,A0
0.5,A4,A1,103,7,A2
4.9,A4,A1,125,3,A0
0.5,A4,A1,150,0,
0.85,A1,A1,170,0,A2
6.0,A4,A1,140,5,A0
1.9,A1,A1,101,12,A0
28.7,A6,A1,200,10,
17.8,A5,A1,305,7,A0
10.0,A4,A0,102,8,A0
2.5,A1,A1,82,10,A0
4.0,A1,A1,133,5,A0
3.5,A0,A1,75,0,A0
10.5,A4,A1,200,11,A0
19.4,A5,A1,265,6,A0
1.8,A1,A1,141,8,A0
3.6,A3,A1,0,3,
0.75,A2,A2,0,0,A1
0.25,A0,A1,55,4,A1
1.5,A4,A1,150,3,A0
6.1,A0,A1,60,10,A1
13.2,A4,A0,272,6,A0
0.2,A0,A1,0,0,A1
30.0,A1,A0,258,10,A0
1.2,A3,A1,0,0,A1
5.95,A1,A1,250,9,A0
3.0,A4,A1,121,5,A0
8.5,A0,A1,69,6,
4.0,A3,A0,230,2,A1
1.15,A4,A1,115,10,A1
8.9,A1,A0,177,5,A0
3.88,A4,A0,155,7,A0
2.95,A1,A0,125,4,A0
10.9,A0,A1,87,7,A0
6.0,A1,A0,150,11,A0
19.5,A5,A0,204,11,A0
15.7,A6,A0,224,11,A0
8.0,A4,A0,140,11,A1
17.9,A6,A0,136,3,A0
48.9,A5,A1,300,3,A0
2.3,A1,A0,165,10,A0
0.95,A4,A1,75,1,A2
0.75,A4,A0,90,12,A0
1.15,A1,A1,136,8,A2
0.95,A6,A1,116,4,A0
17.5,A4,A0,204,7,A0
6.0,A3,A1,80,3,A0
6.85,A4,A1,174,1,A0
14.2,A0,A1,111,7,A0
1.65,A0,A1,50,1,A0
0.0,A2,A1,170,11,A0
5.5,A0,A1,80,6,A0
0.001,A2,A0,170,6,A0
4.999,A0,A1,44,0,A1
,A1,A1,145,11,A1
0.0,A2,A2,0,0,A1
3.2,A0,A1,23,2,A0
1.999,A1,A1,75,10,A1
0.75,A3,A1,75,5,A2
3.7,A6,A0,114,9,A0
3.8,A2,A1,116,8,A0
3.95,A0,A1,64,5,A0
1.999,A2,A2,0,7,A1
2.85,A4,A1,110,5,A2
1.9,A1,A1,54,4,A0
2.1,A0,A1,65,3,A0
3.5,A0,A1,64,3,A0
1.69,A4,A1,150,5,A0
17.5,A4,A1,140,4,A0
5.5,A3,A2,0,3,A0
4.5,A7,A1,170,9,A0
1.95,A0,A1,0,10,A0
9.5,A2,A0,160,10,A0
2.5,A6,A1,110,6,A0
0.699,A1,A1,101,1,A2
7.0,A3,A1,143,7,
4.699,A1,A1,102,1,A1
5.45,A3,A0,122,1,A0
14.95,A7,A1,231,0,A0
11.7,A2,A0,160,3,A1
5.9,A0,A1,90,8,
4.9,A7,A1,109,5,A1
1.15,A3,A1,116,10,A0
2.799,A4,A1,170,11,A0
0.0,A2,A2,0,3,A1
,A4,A0,184,1,A0
0.777,A5,A1,116,10,A0
0.11,A0,A1,60,9,A2
16.5,A6,A0,141,3,A0
1.5,A4,A1,75,11,A1
12.5,A4,A0,235,11,A0
0.1,A2,A2,0,0,A1
9.5,A1,A0,170,6,A0
4.8,A1,A1,26,4,A0
0.99,A0,A1,50,7,A1
0.65,A4,A1,0,12,A0
5.999,A1,A0,140,8,A0
5.7,A0,A0,71,7,A0
2.2,A4,A1,115,1,A0
0.85,A4,A1,60,7,A0
0.85,A2,A1,114,9,A1
3.35,A0,A1,80,7,A1
1.95,A0,A0,141,5,A0
20.699,A1,A1,177,2,A0
,A4,A1,150,5,A0
2.9,A5,A1,118,9,A0
0.25,A4,A0,136,12,A0
0.5,A4,A1,125,7,A2
1.9,A1,A2,0,12,A1
1.4,A2,A1,0,0,A1
2.1,A4,A0,286,9,A1
3.599,A3,A1,116,7,A0
6.9,A3,A1,82,3,A0
2.85,A0,A1,90,0,A0
1.79,A0,A1,0,10,A0
1.7,A2,A1,0,7,A1
2.95,A1,A1,90,4,A0
12.69,A4,A1,136,5,A0
9.5,A3,A0,199,2,
8.0,A5,A1,225,3,A0
54.85,A5,A1,250,5,A0
,A0,A1,54,5,A1
2.0,A1,A0,150,10,A0
5.99,A1,A0,192,1,A0
43.333,A5,A0,177,7,A0
24.95,A7,A1,177,1,A0
2.2,A5,A1,102,1,A0
2.95,A3,A1,75,5,A0
3.5,A0,A1,75,8,A0
4.75,A0,A1,69,6,A0
1.55,A2,A0,0,2,A1
4.5,A1,A1,193,6,A0
0.0,A0,A1,69,9,A1
2.875,A7,A1,105,1,A0
0.85,A1,A1,0,8,A0
5.1,A5,A0,218,7,A2
2.299,A4,A1,136,1,A2
,A4,A1,136,8,A1
7.4,A1,A1,170,1,A0
11.0,A4,A0,177,11,A0
10.0,A5,A1,204,0,A1
1.19,A0,A1,75,6,A1
3.8,A0,A1,136,2,A0
2.4,A1,A0,131,3,A0
8.0,A2,A1,110,9,A0
1.75,A4,A1,101,8,A0
5.88,A4,A1,90,9,A0
0.0,A2,A1,150,3,A1
3.55,A1,A1,75,10,A0
2.3,A0,A1,60,3,A1
0.8,A0,A1,0,0,A0
0.45,A2,A1,75,4,A2
10.0,A6,A0,140,8,A0
0.15,A0,A1,0,0,A1
16.5,A4,A1,140,1,A0
16.2,A7,A1,231,5,A0
5.9,A1,A1,150,1,A2
4.0,A1,A1,80,7,A1
17.5,A7,A1,218,9,A0
0.5,A2,A1,115,10,A1
0.576,A5,A0,143,3,A0
4.9,A0,A1,60,7,A0
11.9,A1,A1,0,8,A0
0.0,A2,A1,90,9,A2
6.25,A1,A1,116,9,A0
11.5,A1,A0,232,3,A0
4.65,A2,A1,150,8,A0
0.8,A1,A1,101,4,A0
5.1,A7,A1,116,4,A2
15.99,A1,A1,150,2,A0
2.25,A4,A1,118,2,A0
8.999,A1,A0,140,5,A0
2.6,A7,A1,136,9,A0
1.95,A4,A0,178,0,A1
0.001,A2,A2,0,0,A1
0.25,A1,A1,75,8,A0
2.002,A3,A1,90,11,A0
2.45,A0,A1,60,10,A0
0.0,A1,,0,1,A1
0.999,A4,A0,224,10,A2
3.3,A4,A0,140,10,A2
28.0,A1,A1,230,12,A0
1.0,A0,A1,75,0,
14.0,A5,A1,99,10,A0
4.9,A1,A1,150,4,A0
1.9,A1,A2,0,3,A0
11.49,A0,A1,90,7,A0
0.25,A4,A2,150,0,
0.95,A1,A0,173,8,A0
0.95,A4,A1,116,10,A0
6.5,A6,A0,150,3,A0
21.5,A2,A2,0,0,A1
3.22,A0,A1,65,4,A0
7.5,A1,A0,150,8,A0
4.499,A1,A0,204,12,A0
3.9,A5,A0,193,0,A1
2.1,A4,A0,193,2,A0
9.95,A3,A1,150,6,A0
0.9,A1,A1,125,3,A0
26.0,A7,A1,306,7,A0
5.299,A1,A1,131,6,A0
2.499,A1,A1,179,6,A0
3.0,A4,A0,184,12,A0
0.9,A2,A1,64,7,A2
0.999,A0,A1,0,10,A2
9.9,A7,A1,116,11,A0
4.9,A0,A1,125,4,A0
1.3,A1,A1,60,9,A1
0.7,A2,A1,112,0,A0
2.4,A1,A1,147,10,A0
20.49,A0,A1,116,5,A0
0.5,A0,A0,116,3,A0
5.999,A3,A1,131,12,A0
3.75,A4,A1,110,12,A0
6.49,A1,A1,92,5,A0
0.0,A0,A1,54,11,A2
22.9,A3,A1,131,5,A0
0.34,A0,A1,58,4,A1
2.3,A1,A0,165,9,A0
2.49,A7,A1,109,7,A0
0.7,A1,A1,125,12,A1
2.45,A7,A1,110,3,A0
1.8,A5,A1,147,2,A0
5.9,A3,A1,177,8,A0
0.2,A0,A1,48,0,A2
2.79,A3,A1,101,5,A0
0.0,A2,A0,0,0,A1
2.6,A6,A1,99,8,A0
1.35,A0,A1,50,3,A0
6.5,A5,A1,196,4,A0
9.5,A4,A1,105,5,A0
6.95,A4,A1,126,8,A0
2.9,A4,A1,101,2,A0
1.0,A0,A1,58,4,A0
0.007,A2,A2,0,0,A1
19.8,A4,A1,110,4,A0
24.0,A3,A0,140,4,A0
1.45,A1,A1,101,12,A0
1.399,A1,A0,136,5,A0
1.38,A5,A1,86,2,A0
15.999,A0,A0,185,10,A0
2.399,A0,A1,65,8,A0
1.4,A2,A1,75,5,A0
10.488,A1,A1,102,3,A0
1.15,A1,A1,90,8,A0
0.8,A1,A1,75,4,A2
1.1,A2,A2,75,0,A1
9.95,A0,A1,60,4,A0
8.999,A7,A0,231,8,A0
0.35,A2,A2,0,0,A1
,A1,A1,177,7,A0
1.35,A0,A1,60,1,A0
1.0,A2,A0,0,6,A1
2.9,A0,A0,80,2,A1
3.5,A4,A1,125,3,A2
26.6,A4,A1,177,3,A0
13.5,A1,A0,200,5,A0
7.05,A0,A1,60,3,A0
0.42,A0,A1,60,11,A0
0.0,A1,A1,60,5,A0
2.0,A8,A2,0,5,A1
19.0,A3,A1,140,4,A0
14.0,A2,A2,0,10,A0
3.5,A4,A1,116,8,A0
6.7,A1,A1,150,8,A0
0.5,A1,A1,116,1,A2
4.29,A0,A1,60,8,A0
1.65,A0,A1,60,1,A0
0.599,A1,A1,116,1,A0
1.5,A4,A1,150,8,A0
23.899,A4,A0,245,5,A0
0.5,A0,A1,75,0,A2
11.5,A1,A0,163,7,
3.0,A1,A1,75,8,A0
1.3,A7,A1,75,5,A0
0.0,A1,A0,225,8,A0
10.7,A1,A1,116,11,A0
1.5,A0,A1,101,10,A0
12.2,A7,A1,200,9,A0
0.55,A1,A1,75,5,A0
6.7,A1,A1,143,9,A0
3.0,A1,A1,90,7,A0
6.5,A4,A1,75,5,A0
1.45,A1,A0,118,5,A0
3.95,A0,A1,125,5,A0
14.5,A1,A0,224,4,A0
3.2,A0,A1,69,6,A0
1.25,A4,A1,85,6,A0
1.1,A8,A1,70,0,A2
0.1,A2,A1,0,0,A1
13.349,A6,A1,116,7,A0
0.2,A1,A1,90,1,A2
1.5,A4,A1,150,12,A2
13.2,A1,A0,163,2,
13.95,A7,A1,150,8,A0
2.999,A4,A1,131,5,A0
1.45,A0,A1,75,10,A1
6.5,A1,A1,192,10,A0
6.0,A2,A2,0,0,A1
17.9,A6,A0,306,4,A0
3.2,A1,A1,143,1,A0
1.95,A8,A1,101,8,A1
0.65,A1,A1,122,9,A0
11.5,A1,A1,170,8,A0
2.099,A4,A1,150,0,A2
0.8,A7,A1,90,4,A0
9.995,A4,A0,272,9,A0
12.95,A4,A1,143,7,A0
2.0,A0,A0,75,10,A0
2.95,A1,A1,170,12,A0
0.5,A2,A1,0,6,A0
14.99,A1,A1,131,8,A0
5.89,A3,A1,140,1,A0
1.1,A4,A1,90,11,A0
4.799,A3,A0,150,11,A0
6.94,A0,A1,55,5,A0
0.59,A1,A2,159,5,A0
3.999,A5,A1,143,8,A0
4.5,A4,A0,279,10,A0
0.8,A5,A1,125,6,A0
1.2,A4,A1,90,8,A1
8.6,A1,A0,218,12,A0
2.899,A5,A1,170,8,A1
10.6,A5,A1,200,2,A0
1.0,A4,A1,75,5,A2
3.0,A0,A1,75,5,A0
1.699,A1,A1,75,8,A0
3.7,A1,A1,190,8,A0
0.55,A0,A1,45,4,A0
14.5,A1,A1,124,1,A0
3.8,A4,A0,185,8,A0
0.0,A4,A0,179,3,A0
1.5,A3,A1,114,5,A0
3.5,A3,A0,177,1,A0
8.99,A4,A0,232,11,A0
4.5,A3,A2,143,6,A1
3.333,A0,A1,55,3,A0
4.7,A1,A0,102,11,A0
2.99,A1,A0,118,5,A0
1.3,A1,A1,88,7,
1.2,A3,A1,150,5,A2
6.8,A3,A1,140,2,A0
4.85,A4,A1,90,10,A0
9.5,A4,A0,140,4,A0
6.999,A1,A1,122,3,A0
2.3,A0,A1,69,2,A1
9.25,A1,A1,170,2,A0
0.39,A0,A1,45,9,A0
1.7,A1,A1,90,5,A2
6.15,A0,A1,80,12,A0
7.099,A3,A1,105,8,A0
4.95,A4,A1,115,5,A0
5.6,A1,A1,140,7,A0
5.499,A3,A1,143,8,A0
0.25,A2,A1,0,10,A1
7.9,A1,A1,140,8,A0
2.2,A7,A1,150,11,A0
3.9,A3,A1,105,3,A2
15.95,A7,A1,185,11,A0
2.2,A0,A1,54,10,A0
5.7,A2,A1,68,1,A1
4.2,A1,A1,115,8,A1
0.0,A0,A1,65,12,A2
16.999,A0,A1,105,4,A0
3.95,A2,A1,86,6,A0
4.49,A1,A1,82,9,A0
,A2,A1,75,4,A1
4.3,A4,A1,109,10,
,A2,A1,0,0,A2
1.15,A0,A1,82,9,A2
14.3,A1,A1,200,9,A0
0.0,A1,A2,0,0,A0
4.899,A1,A1,140,6,A1
10.399,A3,A1,151,8,A0
13.5,A4,A1,137,12,A0
0.55,A1,A1,75,4,A1
0.999,A0,A1,65,9,
2.999,A0,A1,75,6,A0
6.9,A4,A1,230,11,A0
1.2,A0,A1,86,1,A0
5.2,A1,A1,116,4,A0
21.0,A1,A0,239,10,A0
3.0,A1,A0,204,7,A0
17.65,A4,A0,184,10,A0
1.6,A0,A0,75,7,A0
1.4,A4,A1,150,0,A0
19.9,A5,A1,160,4,A0
3.4,A1,A1,0,2,A1
1.555,A4,A1,95,11,A0
